SMILES,database,MolLogP,Acceptor_Count,Donor_Count,NumRotatableBonds,RingCount,MolWt,Experimental IC50 (log10)
CCOc1cc(ccc1C1=N[C@H]([C@@H](N1C(=O)N1CCC(CC1)C(=O)OC)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C(F)(F)F,ippidb,7.9607,4,2,6,5,648.509,5.76
OC(=O)C[C@H](NC(=O)[C@@H]1CCCN(C1)C(=O)\C=C\C2CCNCC2)c3cccnc3,timbal,1.508,5,4,7,3,414.506,9.09151498112135
NC(=O)C[C@H](NC(=O)c1c(Cl)cccc1Cl)C(O)=O,ippidb,1.0518,4,3,5,1,305.117,6.77
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1S(=O)(=O)C(F)(F)F)S(=O)(=O)Nc1nc(nc2CN(CCc12)[C@H]1CCN(Cc2ccccc2-c2ccc(Cl)cc2)C[C@@H]1F)C(F)(F)F,ippidb,9.4053,7,5,16,7,1014.556,7.33
CN(C(=O)c1cc(C)n(n1)-c1ccccc1C(=O)N1CCc2ccccc2C1)c1ccccc1F,ippidb,4.79492,4,1,4,5,468.532,5.52
NCc1cc(Nc2ccc(NCCc3c[nH]c4ccccc34)cc2)ccn1,ippidb,4.4198,1,4,7,4,357.461,6.52
NC(=N)NC(=N)Nc1ccc(Cl)c(Cl)c1,timbal,1.82314,0,5,1,1,246.101,4.4145392704915
OC(=O)CC(Cc1onc(CCCc2ccc3CCCNc3n2)n1)c4cnc(s4)C5CC5,timbal,4.1329,6,2,10,5,453.568,9.22184874961636
OC(=O)C(Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)Nc3ncccc3[N+](=O)[O-],timbal,4.0517,5,3,8,3,476.276,7.30102999566398
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]2CSSC[C@H](NC(=O)C3CCN(CC3)C2=O)C(=O)O,timbal,-0.0502,6,6,5,4,496.611,5.82390874094432
C[C@H](N1CCC(CC1)N1CCc2c(C1)ncnc2NS(=O)(=O)c1ccc(N[C@H](CCN2CCN(C)CC2)CSc2ccccc2)c(c1)S(=O)(=O)C(F)(F)F)c1cc(F)ccc1-c1ccc(Cl)cc1,ippidb,8.8244,7,6,16,8,1015.666,7.1
NC(=N)NCCC[C@@H]1NC(=O)[C@@H]2CC[C@H]3CCC[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O)C(=O)N23,timbal,-3.14793,7,9,6,3,522.563,8.85387196432176
COC(=O)c1cc(Nc2ccc(NCCc3c[nH]c4ccccc34)cc2)cc(n1)C(=O)OC,ippidb,4.5343,5,3,8,4,444.491,6.0
Cc1ccc(NC(=O)CN2CCN(C\C=C\c3ccccc3)CC2)c(C)c1,timbal,3.57294,1,3,6,3,363.505,4.82390874094432
Cc1ccc(cc1)S(=O)(=O)N[C@@H](CNC(=O)CCCCc2ccc3CCCNc3n2)C(=O)O,timbal,2.00882,6,4,11,3,474.583,9.39794000867204
OC(=O)C[C@H](NC(=O)CCCCc1ccc2CCCNc2n1)c3cccc(F)c3,timbal,3.6238,5,3,9,3,399.466,7.63827216398241
OC(=O)[C@H](Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)Nc3ccc(cn3)[N+](=O)[O-],timbal,4.0517,5,3,8,3,476.276,5.61978875828839
COCCOCCN1C(=O)[C@@H](N(Cc2ccc(Cl)nc2N)C(=O)c3cc(I)ccc13)c4ccc(Cl)cc4,timbal,4.9685,5,2,9,4,655.32,4.93554201077308
CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c2ccc(cc2)C#N)C(=O)Nc3cc(cc(c3)c4ccc(cc4)C(=O)N)C(=O)NCc5ccccc5,timbal,5.47048,6,6,15,5,750.856,3.72124639904717
NNC(=O)c1[nH]cnc1C(=O)Nc1ccccn1,ippidb,-0.3395,4,5,3,2,246.23,6.4
OC(=O)CC(=O)N1CCC(CC1)C(=O)N2CCC3(CC2)CCN(CC3)c4ccncc4,timbal,2.0039,5,3,4,4,428.533,7.36653154442041
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]2CSSC[C@H](NC(=O)[C@H](CC3CCCCC3)NC2=O)C(=O)O,timbal,1.1664,6,6,7,3,538.692,4.74472749489669
COc1cc(CC(=O)N2CCCC2CN3CCN(CC(=O)O)CC3)ccc1NC(=O)Nc4ccccc4C,timbal,2.88332,5,6,9,4,523.634,8.79588001734408
COc1ccc(NC(=O)c2n[nH]c3ccccc23)cc1S(=O)(=O)N4CCCCC4,timbal,2.9984,5,3,5,4,414.487,4.61798295742513
Cc1ccc(cc1C)C(=O)Nc1ccc2[nH]c(CN3CCCCC3)nc2c1,ippidb,4.41794,2,4,4,4,362.477,5.2596373105
CC(C)c1cccc(c1)C(=O)NC[C@H](NC(=O)c1c(Cl)cc2CN(CCc2c1Cl)C(=O)c1ccc(Cl)cc1)C(O)=O,ippidb,5.5817,5,4,8,4,616.929,8.0
OC(=O)[C@H](Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)Nc3cc(Oc4ccccc4)ncn3,timbal,5.3308,7,3,9,4,524.364,6.2839966563652
CN(C)c1ccc(cc1)N=Nc1ccc(Cl)cc1,ippidb,4.8214,0,0,3,2,259.74,5.7
N\C(=N/Cc1ccncc1)\Nc2cccc(c2)C(=O)N3CCC(CC3)C(=O)NC(CC(=O)O)c4ccc5OCOc5c4,timbal,2.9215,7,5,9,5,572.622,7.24872089601666
N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)NC(CO)C(=O)O,timbal,-4.78563,8,10,14,0,433.422,4.25963731050576
COc1cc(NS(=O)(=O)c2ccc(N\C=C/3\C(=NN(C3=O)c4ccc(I)cc4)C)cc2)nc(OC)n1,timbal,3.6177,7,2,8,4,620.429,4.27164621797877
CC(O)CN1C(C(=C(O)C1=O)C(=O)c2ccccc2)c3ccc(cc3)C(C)C,timbal,3.7691,4,3,6,3,379.456,4.85387196432176
Cc1ccc(cc1)S(=O)(=O)OCC(=O)Nc2ccc(C(=O)O)c(O)c2,timbal,1.74282,7,3,6,2,365.363,4.06550154875643
NS(=O)(=O)c1ccc(OCCCN2CCC(CC2)[C@@](O)(c2cccc(F)c2)c2ccccn2)cc1,ippidb,3.2851,6,3,9,4,499.608,6.83
CC(C)C1=C(SC2=N[C@](C)([C@H](N12)c1ccc(Cl)cc1)c1cccc(Cl)c1)C(=O)N(C)C,ippidb,6.3241,1,2,4,4,474.457,7.12
OC(=O)[C@H](CCCCCCCc1ccc2CCCNc2n1)NC(=O)Cc3ccccc3,timbal,4.1349,4,3,12,3,423.557,7.28735029837279
CC(=O)Nc1ccc(NC(=O)NC(=O)[C@@H]2[C@@H](OC3([C@@H]2C(O)=O)C(=O)c2ccccc2C3=O)c2ccc(Cl)c(Cl)c2)cc1,ippidb,4.5064,8,4,5,5,610.406,6.36
CCOc1cc(ccc1C1=N[C@](C)([C@H](N1C(=O)N1CCN(CC1)C(C)=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C(C)(C)C,ippidb,7.6926,3,3,5,5,635.636,6.97
COc1ccnc(NCCCCc2noc(C[C@@H](CC(=O)O)c3ccc4OCOc4c3)n2)c1,timbal,3.4377,8,2,12,4,454.483,7.19382002601611
OC1CCC(C1)OC2(N(Cc3ccccc3)C(=O)c4ccccc24)c5ccc(Cl)cc5,timbal,5.1271,3,2,5,5,433.935,5.52287874528034
CCOc1cc(cc(c1)-c1c(C)noc1C)C(C)O,ippidb,3.41044,3,1,4,2,261.321,5.7958800173
OC(=O)[C@H](Cc1c[nH]cn1)NC(=O)c1c(Cl)cccc1Cl,ippidb,2.1422,4,4,5,2,328.155,6.8
CC(C)c1ccccc1Sc1ccc([C@@H]2C[C@H]2C(=O)N2CCC(CC2)C(O)=O)c(Cl)c1Cl,ippidb,6.6947,3,2,6,4,492.468,8.05
CN1Cc2cc(NS(=O)(=O)c3ccc(F)cc3Cl)ccc2NC1=O,timbal,3.2572,4,3,3,3,369.805,6.74472749489669
COc1cccc(NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC(=O)c3ccc(cc3)C#N)c1,timbal,3.54908,8,5,13,3,608.588,4.50863830616573
CN(C)C(=O)Oc1ccc(C[C@H](Nc2ncncc2c3cccs3)C(=O)O)cc1,timbal,3.3733,6,3,7,3,412.471,7.79588001734408
Fc1ccc(cc1)-n1[nH]c2c3cn[nH]c3nc(-c3cccc(c3)C(F)(F)F)c2c1=O,ippidb,4.415,4,5,2,5,413.334,7.0
CC[C@@H]1\C=C(/C)\C[C@H](C)C[C@H](OC)[C@H]2OC([C@H](C)C[C@H]2OC)C(=O)C(=O)N3CCCCC3C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)\C(=C\[C@@H]4CC[C@@H](O)[C@@H](C4)OC)\C,timbal,5.1529,11,3,6,4,776.021,7.92081875395238
CN(C)CCNc1cccc2c(C#N)c(c(NC3CCCCC3)n12)c4ccccc4,timbal,5.19608,0,3,7,4,401.558,4.3767507096021
COCCOc1ccccc1N1CCN(CC1)C(=O)[C@@]1(CCCN([C@H]1CC=C)C(=O)c1cnccc1C(F)(F)F)Oc1ccc(cc1)C(F)(F)F,ippidb,6.4917,6,2,11,5,720.711,7.7
CC[C@H](NC)C(=O)N[C@@H](Cc1cccc(c1)C#N)C(=O)N1C[C@H](C[C@H]1CN1CC[C@@H](C1)c1ccccc1)c1ccccc1,ippidb,4.45778,2,4,11,5,577.773,8.0
COc1cc(CCCOC(=O)C2CCCCN2S(=O)(=O)c3ccccc3)cc(OC)c1OC,timbal,3.4316,7,0,10,3,477.579,6.92081875395238
Nc1cccc(CCc2ccc(cc2)C(=O)NC[C@H](NS(=O)(=O)c3ccccc3)C(=O)O)n1,timbal,1.6105,6,4,10,3,468.535,5.79588001734408
CCCCS(=O)(=O)NC(CNC(=O)c1cc2cc(OCCON=C(N)N)ccc2[nH]1)C(=O)O,timbal,-0.3458,7,6,14,2,484.535,7.97881070093006
COC1=C(C(=O)N(CCN2CCOCC2)N=C1)c3ccc(C[C@H](NC(=O)c4c(Cl)cccc4Cl)C(=O)O)cc3,timbal,2.9836,7,3,10,4,575.449,8.69897000433602
Nc1nc2ccc(cc2s1)S(N)(=O)=O,ippidb,0.5259,3,2,1,2,229.286,3.2218487496
Nc1nnc(o1)-c1nc(C2CCCCC2)n(c1-c1ccc(F)c(Cl)c1)-c1c(CC(=O)Nc2ccccc2)ccc(Cl)c1F,ippidb,7.9854,6,2,7,6,623.491,8.15
Cc1ccnc(NCCCC(=O)NCC(=O)NC(CC(=O)O)c2ccc(cc2)c3cccc4ccccc34)c1,timbal,4.85072,5,4,12,4,524.621,5.37365963262496
C[C@H](O)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c1ccccc1)c1ccccc1,ippidb,2.6914,4,4,6,4,463.578,5.15
CCCN1C(=O)c2ccccc2C1(O)c3ccc(Cl)cc3,timbal,3.3992,2,2,3,3,301.773,4.16115090926274
CC(C)c1ccccc1Sc1ccc(cc1C(F)(F)F)-c1cc(ncn1)N1CCC[C@H](CO)C1,ippidb,6.6457,3,1,6,4,487.591,6.64
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC2CC(=O)N(CC(=O)N)C(=O)C2,timbal,0.2392,5,3,5,2,338.404,4.66554624884907
OC(=O)c1nc(-c2ccccc2Cl)n(c1-c1cccc(Cl)c1)-c1cccc(Cl)c1,ippidb,6.8647,3,1,4,4,443.717,4.55
CC(=O)N(CCSc1ccccc1)c1ccc(cc1S(=O)(=O)C(C)(C)C)S(=O)(=O)Nc1ncnc2CN(CCc12)C1CCN(Cc2cc(F)ccc2-c2ccc(Cl)cc2)CC1,ippidb,8.477,8,3,13,7,905.584,6.12
COC1=C(C(=O)N(CCO)N=C1)c2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2,timbal,2.6437,7,3,9,3,506.342,6.88605664769316
CNc1nc(NCc2ccc(NC(=O)c3cccc(Cl)n3)cc2)c2ccccc2n1,ippidb,4.5843,4,3,6,4,418.888,6.01
CCC1(CC)CCNC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)O)NC(=O)[C@@H](N)Cc2ccc(O)cc2,timbal,1.0239,6,6,7,2,526.681,8.4089353929735
COC(=O)c1cccc(NC(=O)\C=C\Oc2ccc(cc2C)C34CC5CC(CC(C5)C3)C4)c1,timbal,5.78062,4,1,6,6,445.559,5.38510278396687
Cc1cccc(NCCCCOc2ccc(C[C@H](NS(=O)(=O)c3cccc(c3)C(F)(F)F)C(=O)O)cc2N)n1,timbal,4.23632,6,4,13,3,566.602,8.76955107862173
FC(F)(F)c1ccc(O[C@]2(CCCN(C2)C(=O)c2cnccc2C(F)(F)F)C(=O)N2CCN(CC2)c2ccccc2NC(=O)C[C@@H]2NC(=O)NC2=O)cc1,ippidb,4.0584,7,5,8,6,761.68,6.57
C[C@]1(CC(O)=O)C[C@@H]([C@H](N(C(C2CC2)c2ccccn2)C1=O)c1ccc(Cl)cc1)c1cccc(Cl)c1,ippidb,7.0779,4,2,7,5,523.46,8.6989700043
CCCCc1c(c(CO)nn1c2cccc(CO)c2)c3ccc(cc3C(=O)N4CCc5ccccc5C4)C(=O)NS(=O)(=O)c6ccc7ccccc7c6,timbal,6.3369,7,4,11,7,728.871,7.82390874094432
OC(=O)[C@@H](NC(=O)c1cc(cc(n1)C(=O)N1CCC[C@H]1CN1CCCC1)-c1cc(nc(c1)C(=O)N1CCC[C@H]1CN1CCCC1)C(=O)NCc1cccc(c1)-c1ccccc1)C1CCCCC1,ippidb,6.9047,8,7,15,9,909.145,4.6020599913
CCCCN(CCCC)C(=O)c1nn(c(C)c1Cl)c2ccc(cc2C(=O)N3Cc4ccccc4C[C@H]3CN5CCCC5)C(=O)NS(=O)(=O)c6ccc7ccccc7c6,timbal,7.81132,6,4,14,7,823.46,7.72124639904717
N\C(=N/CC#C)\c1ccc(cc1)C(=O)Nc2ccc3CCC(CC(=O)O)Cc3c2,timbal,2.857,3,3,6,3,389.455,9.79588001734408
CN1C(=O)N(C(=O)[C@]11CN(C[C@H]1c1ccc(cc1)C#N)c1ncc(s1)C(O)=O)c1cc(Cl)cc(Cl)c1,ippidb,4.46098,5,2,4,5,542.404,8.3
Cc1ccc(cc1C)-c1nc(C(N)=O)c(-c2cccc(Cl)c2)n1-c1cc(Cl)ccc1C,ippidb,6.53726,2,1,4,4,450.369,6.02
CCOc1cc(ccc1C1=N[C@H]([C@H](N1C(=O)N1CCN(CC(=O)N2CCOCC2)CC1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C#CC(C)(C)C,ippidb,6.9309,4,4,7,6,730.737,6.26
COc1ccc(Cl)cc1-c1c(nc(-c2ccc(C)c(C)c2)n1-c1cc(Cl)ccc1C)-c1nn[nH]n1,ippidb,6.62706,5,3,5,5,505.409,6.19
Cn1nc(CC(CC(=O)O)c2ccc3OCOc3c2)cc1S(=O)(=O)CCc4ccc5CCCNc5n4,timbal,2.7193,8,2,9,5,512.588,8.58502665202918
CC[C@@H](CO)N1[C@@H]([C@@H](O[C@@H](CC(O)=O)C1=O)c1cccc(Cl)c1)c1ccc(Cl)cc1,ippidb,4.2488,5,3,7,3,452.334,6.214670165
OC(=O)c1nc(C2CCCCC2)n(c1-c1cc(Cl)c(F)cc1F)-c1cccc(Cl)c1F,ippidb,7.0093,6,1,4,4,469.29,8.29
COc1cccc(OC)c1c2ccc(CC(Nc3ccc(cc3)S(=O)(=O)c4ccccc4)C(=O)O)cc2,timbal,5.3114,6,2,10,4,517.603,6.61978875828839
NC(=N)NC(=N)Nc1cc(Cl)ccc1Cl,timbal,1.82314,0,5,1,1,246.101,3.99913227846877
C(Cc1c[nH]c2ccccc12)Nc1ccc(Nc2ccnc3[nH]ccc23)cc1,ippidb,5.4424,1,5,6,5,367.456,6.0
CN(CC(=O)N(Cc1ccc(cc1)C2CCN(CC2)S(=O)(=O)c3ccc(cc3)C#N)c4ccc(C(=O)O)c(O)c4)S(=O)(=O)c5ccc(C)cc5,timbal,4.6927,8,2,11,5,716.838,4.30102999566398
OC(=O)[C@H](Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)NC(=O)c3c(Cl)cncc3Cl,timbal,4.7682,6,3,7,3,528.179,9.30102999566398
OC(=O)[C@@H](N1[C@@H](c2ccc(Cl)cc2)C(=O)Nc2cc(Cl)ccc2C1=O)c1ccc(Cl)cc1,ippidb,5.6083,4,3,4,4,489.742,5.2
CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(=O)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H](CS)C(=O)N[C@H](CN[C@@H](CO)C(=O)N)CC(=O)O,timbal,-3.9155,13,14,27,1,862.901,4.09691001300806
CNc1cccc(Sc2ccc(\C=C\C(=O)N3CCOCC3)c(c2C(F)(F)F)C(F)(F)F)c1,ippidb,5.7891,2,2,5,3,490.469,8.4
CCCCc1c(c2ccc(cc2C(=O)N3CCc4ccccc4C3)C(=O)NS(=O)(=O)c5ccc6ccccc6c5)c(nn1c7cccc(Oc8ccccc8)c7)C(=O)OCC,timbal,9.3213,8,2,13,8,832.979,6.85387196432176
Brc1ccc(cc1)[C@H]1Oc2ccccc2C2=C1[C@@H](c1ccc(Br)cc1)n1ncnc1N2,ippidb,6.363,3,1,2,6,536.227,5.41
NC(=N)N[C@H](C1CCCCC1)C(=O)NCC(=O)N1CCC(CC1)c1cc(n[nH]1)-c1ccc(Cl)cc1Cl,ippidb,3.63767,3,7,7,4,534.492,5.0
FC(F)(F)S(=O)(=O)c1cc(ccc1N[C@H](CCN1CCOCC1)CSc1ccccc1)S(=O)(=O)Nc1ncnc2CN(Cc12)C1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,ippidb,8.1666,7,5,16,8,956.579,6.01
[O-][N+](=O)c1ccc(NC(=O)Nc2ncccc2OCc3ccccc3)cc1,timbal,4.2128,3,2,6,3,364.361,7.85387196432176
COC(=O)[C@H](Cc1ccc(cc1)C#Cc2ccccc2)NC(=O)CNC(=O)CN(C)C(=N)N,timbal,0.22817,4,5,8,2,449.511,2.92081875395238
Oc1ccc(Br)cc1C=NNC(=O)c1cccnc1,ippidb,2.3136,3,2,3,2,320.146,5.4
Cc1c(cnn1c2nc(cs2)c3cccc(c3)C(F)(F)F)C(=O)NCCCO,timbal,3.43522,4,2,6,3,410.421,5.30102999566398
OC(=O)[C@H](Cc1ccc(cc1)N2C(=O)CC(C2=O)c3ccc(O)cc3)NC(=O)[C@@H]4CCC(=O)N4Cc5ccccc5,timbal,2.7424,7,4,9,5,555.587,6.3767507096021
Cn1cc(\C=C/2\C(=O)NC(=O)N(C2=O)c3cccc4ccccc34)c5ccccc15,timbal,3.9979,3,1,2,5,395.418,6.74472749489669
Oc1ccc(cc1O)-c1oc2cc(Oc3ccc(F)cc3)cc(O)c2c(=O)c1O,ippidb,4.2138,7,4,3,4,396.326,6.03
Clc1cccc2[nH]cc(CCNc3ccc(Nc4ccncc4)cc3)c12,ippidb,5.6145,1,3,6,4,362.864,6.0
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]2CSSC[C@H](NC(=O)c3cccc(NC2=O)c3)C(=O)N,timbal,0.3642,5,6,5,3,503.606,4.92081875395238
OC(=O)CCC1CC1c2ccc(OCc3ccc4CCCNc4n3)cc2,timbal,3.987,4,2,7,4,352.434,6.0
NC(=N)c1ccc(COc2ccc3OC(CC(=O)O)CCc3c2)cc1,timbal,2.71797,4,3,6,3,340.379,7.4089353929735
OC(=O)C[C@H](NC(=O)CCCCc1ccc2CCCNc2n1)c3ccc4CCOc4c3,timbal,3.4196,5,3,9,4,423.513,8.52287874528034
CNC(=O)[C@H](Cc1ccc2ccccc2c1)N3CCC(=O)N([C@@H](CC(C)C)C3=O)c4ccc5ncccc5c4,timbal,4.7253,4,2,7,5,522.649,6.88605664769316
COc1ccccc1c2ccc(C[C@H](NC(=O)N3CCCN3S(=O)(=O)c4cc(Cl)cc(Cl)c4)C(=O)O)cc2,timbal,4.6859,6,2,8,4,578.474,9.05551732784983
COc1ccccc1c2ccc(C[C@H](NC(=O)[C@@H]3CCCN3)C(=O)O)cc2,timbal,2.2261,4,3,7,3,368.433,7.95860731484177
CCN([C@H]1CCN(C1)c1cc(ncn1)-c1ccc(Sc2ccccc2C(C)C)c(c1)C(F)(F)F)C(C)=O,ippidb,6.8841,3,1,7,4,528.644,6.52
CN(Cc1ccc(Br)cc1)[C@H]1C[C@@H]2N(C1)C(=O)N(C2=O)c1cc(Cl)cc(Cl)c1,ippidb,4.7974,2,2,4,4,483.193,6.76
Fc1ccc(cc1Cl)-c1c(nc(-c2ccc3cc[nH]c3c2)n1-c1cccc(Cl)c1F)-c1nn[nH]n1,ippidb,6.4527,6,4,4,6,508.319,8.8
NC(=N)c1ccc(cc1)C(=O)Nc2ccc3CN(CC(=O)O)CCc3c2,timbal,1.66567,3,5,5,3,352.394,8.30102999566398
OC(=O)CC(NC(=O)C1CCCN(C1)C(=O)CCC2CCNCC2)c3cncc(c3)c4ccsc4,timbal,3.4605,5,4,9,4,498.649,8.69897000433602
N(c1cc[nH]n1)c2nnc(Nc3cc[nH]n3)c4cc5ccccc5cc24,timbal,3.7164,4,6,4,5,342.366,4.01502287358451
Cc1ccc(cc1)S(=O)(=O)OCC(=O)N(Cc2ccc(cc2)C3CCCCC3)c4ccc(C(=O)O)c(O)c4,timbal,5.38522,7,2,9,4,537.634,4.36653154442041
NC(=O)c1nc(CC2CCCCC2)n(c1-c1ccc(F)c(Cl)c1)-c1cccc(Cl)c1F,ippidb,6.346,4,1,5,4,464.343,7.82
C[C@@H](NCCCc1ccccc1)c1cc(Nc2ccc(NCCc3c[nH]c4ccccc34)cc2)ccn1,ippidb,7.2445,1,4,12,5,489.667,6.52
NC(=N)NC(=N)Nc1cc(Cl)cc(Cl)c1,timbal,1.82314,0,5,1,1,246.101,4.47495519296315
OC(=O)[C@H](CCC(=O)N1CCN(CC1)c2cccc(NC3=NCCCN3)c2)NC(=O)OCc4ccc(cc4)C(=O)O,timbal,1.9544,7,6,10,4,566.615,8.20065945054642
COc1ccccc1c2ccc(C[C@H](NC(=O)[C@H]3CSCN3S(=O)(=O)C)C(=O)O)cc2,timbal,1.8086,6,2,8,3,464.565,9.4089353929735
Cn1cc(-c2ccccc2)c2sc(cc2c1=O)C(=N)NC1CCS(=O)(=O)CC1,ippidb,2.75917,3,2,3,4,415.54,7.4000078224
COC1=CC(=N\C1=C\c1[nH]c(C)cc1C)c1cc2ccccc2[nH]1,ippidb,4.48694,1,2,3,4,317.392,5.54
c1cc(ccc1C2=NOC(C2)CC(=O)N3CCCCC3CC(=O)O)C(=N)N,timbal,1.70957,4,4,6,3,372.425,2.23657200643706
CC(C)n1cnc(C[C@H](NC(=O)c2c(Cl)cc3CN(CCc3c2Cl)C(=O)c4ccc(Cl)cc4)C(=O)O)c1,timbal,5.0484,5,3,7,4,563.869,6.76955107862173
CN1c2ncnn2[C@H](C2=C1c1cc(ccc1O[C@@H]2c1ccc(Br)cc1)C#N)c1ccc(Br)cc1,ippidb,6.25898,3,0,2,6,575.264,5.51
CC(C)C[C@@H](CC(=O)N[C@@H](CC(=O)O)c1ccccc1)NC(=O)Cc2ccc(NC(=O)Nc3ccccc3C)cc2,timbal,5.43472,5,5,13,3,558.679,5.13667713987954
O=C(Nc1ccc2[nH]c(CN3CCCCC3)nc2c1)c1ccc2ncccc2c1,ippidb,4.3493,3,4,4,5,385.471,5.920818754
NCCCC[C@H](N)C(=O)N1CCCC(C1)C(=O)NCCC(=O)O,timbal,-0.7278,4,5,9,1,328.413,6.11918640771921
NC(=N)NOCCOc1ccc2[nH]c(cc2c1)C(=O)NCC(NC(=O)c3ccccc3)C(=O)O,timbal,0.57437,6,7,11,3,468.47,6.50863830616573
OC(=O)[C@H](CNC(=O)CCCCc1ccc2CCCNc2n1)NC(=O)c3ccccc3,timbal,2.1519,5,4,10,3,424.501,7.13194363817696
CC(O)CN1C(C(=C(O)C1=O)C(=O)c2cccnc2)c3ccc(cc3)C(C)C,timbal,3.1641,5,3,6,3,380.444,3.1001794975729
Oc1ccc(cc1O)-c1oc2cc(cc(O)c2c(=O)c1O)N1CCOCC1,ippidb,2.119,6,4,2,4,371.345,6.01
Cc1ccc(Cl)cc1-n1c(nc(-c2nn[nH]n2)c1-c1ccc(F)c(Cl)c1)C1CCCCC1,ippidb,6.52142,5,3,4,5,471.367,6.91
CC(C)c1ccccc1Sc1ccc(cc1C(F)(F)F)-c1cc(ncn1)N1C[C@H](C)O[C@H](C)C1,ippidb,7.0506,3,0,5,4,487.591,6.31
Cc1ccccc1NC(=O)Nc2ccc(CC(=O)N3CCOC[C@H]3C(=O)N4CCC(CC(=O)O)CC4)cc2,timbal,3.12222,6,5,7,4,522.602,8.35654732351381
OC(=O)C[C@@H](NC(=O)[C@@H]1CCCN(C1)C(=O)CCC2CCNCC2)c3cnc4ccccc4c3,timbal,2.8852,5,4,8,4,466.582,9.43179827593301
Oc1cccc(C(=O)C=Cc2ccccc2O)c1O,ippidb,2.6995,4,3,3,2,256.257,5.79
CNc1nc(NCc2ccc(NC(=O)c3ccc(Cl)cc3)cc2)c2ccc(C)cc2n1,ippidb,5.49772,3,3,6,4,431.927,6.57
CCNc1nc(NCC)nc(n1)C(=O)NN,ippidb,-0.6613,4,4,5,1,225.256,5.22
Oc1ccccc1CNc2ccc(NC(=O)Nc3ccccc3)cc2,timbal,4.6483,2,4,5,3,333.391,4.48545224733971
NC(=N)c1ccc(cc1)C(=O)N2CCC3(CCN(CC3)C(=O)CC(=O)O)CC2,timbal,1.29017,4,5,4,3,386.452,5.01322826573376
CNC(=O)[C@@H]1C[C@@H](CN1C(=O)[C@@H]1C[C@@H](CN1C(=O)[C@H](Cn1cncn1)NC(=O)[C@H](C)N)c1ccccc1)c1ccccc1,ippidb,0.6255,6,5,9,5,586.697,8.0
COc1cccc(OC)c1c2ccc(CC(NC(=O)C3CCCN3S(=O)(=O)c4ccccc4)C(=O)O)cc2,timbal,3.336,7,2,10,4,538.622,10.301029995664
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)CN)C(=O)O,timbal,-6.2743,11,13,23,1,715.766,6.67778070526608
CC(C)C1=C(SC2=N[C@](C)([C@H](N12)c1ccc(Cl)cc1)c1ccc(Cl)cc1)C(=O)N1CCC[C@H]1C(=O)N1CC[C@H](C1)N(C)C,ippidb,6.3894,2,4,6,6,640.681,7.74
COC[C@@H]1Cc2ccccc2CN1C(=O)c1ccccc1-n1nc(cc1C)C(=O)N(c1ccccc1)c1ccccc1,ippidb,6.37272,4,1,7,6,556.666,6.8
CCSc1ccccc1N2C(=Nc3ccccc3C2=O)CN4CCNCC4,timbal,2.9029,2,2,5,4,380.517,5.45593195564972
C(Cc1c[nH]c2sccc12)Nc1ccc(Nc2ccncc2)cc1,ippidb,5.0226,1,3,6,4,334.448,5.0
COC(=O)[C@H](Cc1ccc2ccccc2c1)N1CC[C@@H](C)N([C@@H](CC(C)C)C1=O)C(=O)Cc1ccc2ncccc2c1,ippidb,5.5789,5,2,8,5,565.714,5.59
Brc1ccc2c(CCNc3ccc(Nc4ccncc4)cc3)c[nH]c2c1,ippidb,5.7236,1,3,6,4,407.315,6.0
